[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/channelTransferProductType' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form 'bulkVoucherDownloadEnquiryForm' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/c2cTransferApprovalOne' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/c2cTransferApprovalTwo' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/c2cTransferApprovalThree' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/c2cVoucherTransferApprovalOne' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/c2cVoucherTransferApprovalTwo' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/c2cVoucherTransferApprovalThree' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Parse Error at line 2 column 17: Document is invalid: no grammar found.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] org.xml.sax.SAXParseException; lineNumber: 2; columnNumber: 17; Document is invalid: no grammar found.
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.util.ErrorHandlerWrapper.createSAXParseException(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.util.ErrorHandlerWrapper.error(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher.scanRootElementHook(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XMLParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.commons.digester.Digester.parse(Digester.java:1567)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.commons.validator.ValidatorResources.<init>(ValidatorResources.java:163)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.validator.ValidatorPlugIn.initResources(ValidatorPlugIn.java:233)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.validator.ValidatorPlugIn.init(ValidatorPlugIn.java:164)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.action.ActionServlet.initModulePlugIns(ActionServlet.java:839)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.action.ActionServlet.init(ActionServlet.java:332)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at javax.servlet.GenericServlet.init(GenericServlet.java:158)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.initServlet(StandardWrapper.java:1134)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1089)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.load(StandardWrapper.java:983)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardContext.loadOnStartup(StandardContext.java:4871)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5180)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.addChildInternal(ContainerBase.java:717)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.addChild(ContainerBase.java:690)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardHost.addChild(StandardHost.java:705)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployWAR(HostConfig.java:978)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig$DeployWar.run(HostConfig.java:1849)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.tomcat.util.threads.InlineExecutorService.execute(InlineExecutorService.java:75)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.AbstractExecutorService.submit(AbstractExecutorService.java:112)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployWARs(HostConfig.java:773)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployApps(HostConfig.java:427)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.start(HostConfig.java:1576)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.lifecycleEvent(HostConfig.java:309)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.fireLifecycleEvent(LifecycleBase.java:123)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.setStateInternal(LifecycleBase.java:423)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.setState(LifecycleBase.java:366)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:936)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardHost.startInternal(StandardHost.java:841)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1384)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1374)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.tomcat.util.threads.InlineExecutorService.execute(InlineExecutorService.java:75)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.AbstractExecutorService.submit(AbstractExecutorService.java:134)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:909)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardEngine.startInternal(StandardEngine.java:262)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardService.startInternal(StandardService.java:421)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardServer.startInternal(StandardServer.java:930)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.Catalina.start(Catalina.java:633)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.lang.reflect.Method.invoke(Method.java:497)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:343)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:474)
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Parse Error at line 2 column 17: Document root element "form-validation", must match DOCTYPE root "null".
[Apache Commons,ERROR ,4/27 11:10:41,#00001] org.xml.sax.SAXParseException; lineNumber: 2; columnNumber: 17; Document root element "form-validation", must match DOCTYPE root "null".
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.util.ErrorHandlerWrapper.createSAXParseException(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.util.ErrorHandlerWrapper.error(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher.scanRootElementHook(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XMLParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.commons.digester.Digester.parse(Digester.java:1567)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.commons.validator.ValidatorResources.<init>(ValidatorResources.java:163)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.validator.ValidatorPlugIn.initResources(ValidatorPlugIn.java:233)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.validator.ValidatorPlugIn.init(ValidatorPlugIn.java:164)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.action.ActionServlet.initModulePlugIns(ActionServlet.java:839)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.action.ActionServlet.init(ActionServlet.java:332)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at javax.servlet.GenericServlet.init(GenericServlet.java:158)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.initServlet(StandardWrapper.java:1134)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1089)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.load(StandardWrapper.java:983)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardContext.loadOnStartup(StandardContext.java:4871)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5180)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.addChildInternal(ContainerBase.java:717)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.addChild(ContainerBase.java:690)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardHost.addChild(StandardHost.java:705)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployWAR(HostConfig.java:978)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig$DeployWar.run(HostConfig.java:1849)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.tomcat.util.threads.InlineExecutorService.execute(InlineExecutorService.java:75)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.AbstractExecutorService.submit(AbstractExecutorService.java:112)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployWARs(HostConfig.java:773)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployApps(HostConfig.java:427)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.start(HostConfig.java:1576)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.lifecycleEvent(HostConfig.java:309)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.fireLifecycleEvent(LifecycleBase.java:123)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.setStateInternal(LifecycleBase.java:423)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.setState(LifecycleBase.java:366)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:936)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardHost.startInternal(StandardHost.java:841)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1384)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1374)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.tomcat.util.threads.InlineExecutorService.execute(InlineExecutorService.java:75)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.AbstractExecutorService.submit(AbstractExecutorService.java:134)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:909)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardEngine.startInternal(StandardEngine.java:262)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardService.startInternal(StandardService.java:421)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardServer.startInternal(StandardServer.java:930)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.Catalina.start(Catalina.java:633)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.lang.reflect.Method.invoke(Method.java:497)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:343)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:474)
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form 'numberList' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form '/loadRewardDefinition' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Form 'activationSlabs' already exists in FormSet[default] - ignoring.
[Apache Commons,ERROR ,4/27 11:10:41,#00001] Parse Error at line 6 column 11: Document root element "xml-body", must match DOCTYPE root "form-validation".
[Apache Commons,ERROR ,4/27 11:10:41,#00001] org.xml.sax.SAXParseException; lineNumber: 6; columnNumber: 11; Document root element "xml-body", must match DOCTYPE root "form-validation".
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.util.ErrorHandlerWrapper.createSAXParseException(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.util.ErrorHandlerWrapper.error(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLErrorReporter.reportError(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.dtd.XMLDTDValidator.rootElementSpecified(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.dtd.XMLDTDValidator.handleStartElement(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.dtd.XMLDTDValidator.startElement(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher.scanRootElementHook(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.XMLParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser.parse(Unknown Source)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.commons.digester.Digester.parse(Digester.java:1567)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.commons.validator.ValidatorResources.<init>(ValidatorResources.java:163)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.validator.ValidatorPlugIn.initResources(ValidatorPlugIn.java:233)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.validator.ValidatorPlugIn.init(ValidatorPlugIn.java:164)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.action.ActionServlet.initModulePlugIns(ActionServlet.java:839)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.struts.action.ActionServlet.init(ActionServlet.java:332)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at javax.servlet.GenericServlet.init(GenericServlet.java:158)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.initServlet(StandardWrapper.java:1134)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.loadServlet(StandardWrapper.java:1089)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardWrapper.load(StandardWrapper.java:983)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardContext.loadOnStartup(StandardContext.java:4871)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5180)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:183)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.addChildInternal(ContainerBase.java:717)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.ContainerBase.addChild(ContainerBase.java:690)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.core.StandardHost.addChild(StandardHost.java:705)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployWAR(HostConfig.java:978)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig$DeployWar.run(HostConfig.java:1849)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.FutureTask.run(FutureTask.java:266)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.tomcat.util.threads.InlineExecutorService.execute(InlineExecutorService.java:75)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at java.util.concurrent.AbstractExecutorService.submit(AbstractExecutorService.java:112)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployWARs(HostConfig.java:773)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.deployApps(HostConfig.java:427)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.start(HostConfig.java:1576)
[Apache Commons,TRACE ,4/27 11:10:41,#00001] 	at org.apache.catalina.startup.HostConfig.lifecycleEvent(HostConfig.java:309)
